Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,L,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Cload,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
29,Rd,-7.611627214548539e-05,0.0,0.0,0.0,-1.4605878678027672e-05,-6.15103934674509e-05,0.0,0.0,Ibias,158.59019719071813,0.0,0.0,0.0,-77.01136452289131,235.60156171360916,0.0,0.0,L,1201017.405542589,0.0,0.0,0.0,-2127649.261124177,3328666.6666667205,0.0,0.0,W1,-1926.874510895345,0.0,0.0,0.0,-2020.6212837265018,93.74677283114777,0.0,0.0,W2,-1533.5358763228382,0.0,0.0,0.0,-2703.147391961603,1169.6115156387361,0.0,0.0,Cload,442806024.80291295,0.0,0.0,0.0,442806024.80280524,0.0,0.0,0.0,Alo,-0.6030436072677086,0.0,0.0,0.0,-0.6030436072677127,0.0,0.0,0.0,Rbias2,-4.470235108486243e-06,0.0,0.0,0.0,4.744090136746946e-06,-9.214325245233308e-06,0.0,0.0,Rbias3,4.617292198344132e-06,0.0,0.0,0.0,-4.905446746320784e-06,9.522738944664772e-06,0.0,0.0,
30,Rd,-5.985909938408954e-05,0.0,0.0,0.0,0.0,-5.985909938408954e-05,0.0,0.0,Ibias,245.26236174570022,0.0,0.0,0.0,0.0,245.26236174570022,0.0,0.0,L,3391787.5487844907,0.0,0.0,0.0,0.0,3391787.5487844907,0.0,0.0,W1,218.28886250356175,0.0,0.0,0.0,0.0,218.28886250356175,0.0,0.0,W2,355.6049553893312,0.0,0.0,0.0,0.0,355.6049553893312,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-9.352846544617728e-06,0.0,0.0,0.0,0.0,-9.352846544617728e-06,0.0,0.0,Rbias3,9.373403077424892e-06,0.0,0.0,0.0,0.0,9.373403077424892e-06,0.0,0.0,
31,Rd,-5.8759751539003086e-05,0.0,0.0,0.0,0.0,-5.8759751539003086e-05,0.0,0.0,Ibias,233.44841292026297,0.0,0.0,0.0,0.0,233.44841292026297,0.0,0.0,L,3225499.9999999553,0.0,0.0,0.0,0.0,3225499.9999999553,0.0,0.0,W1,222.40127005308824,0.0,0.0,0.0,0.0,222.40127005308824,0.0,0.0,W2,273.065535128653,0.0,0.0,0.0,0.0,273.065535128653,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-8.963386773165321e-06,0.0,0.0,0.0,0.0,-8.963386773165321e-06,0.0,0.0,Rbias3,9.506974065321974e-06,0.0,0.0,0.0,0.0,9.506974065321974e-06,0.0,0.0,
32,Rd,0.001662485054469036,0.0,0.0,0.0,0.0017162864351658186,-5.3801380696776724e-05,0.0,0.0,Ibias,570.5790518057881,0.0,0.0,0.0,343.50498505144725,227.07406675434075,0.0,0.0,L,9819227.833750833,0.0,0.0,0.0,6697061.1670841705,3122166.6666667038,0.0,0.0,W1,5465.277083893709,0.0,0.0,0.0,5249.768895500826,215.50818839286723,0.0,0.0,W2,10807.30872669254,0.0,0.0,0.0,10554.495402320932,252.81332437158915,0.0,0.0,Cload,36453708603.82495,0.0,0.0,0.0,36453708603.82488,0.0,0.0,0.0,Alo,0.5139827914893023,0.0,0.0,0.0,0.5139827914892995,0.0,0.0,0.0,Rbias2,2.1037986648797374e-05,0.0,0.0,0.0,2.981203988449857e-05,-8.774053235701264e-06,0.0,0.0,Rbias3,3.251907278735506e-05,0.0,0.0,0.0,2.300412252557262e-05,9.514950261782491e-06,0.0,0.0,
33,Rd,-0.0025468195117783823,-0.0024302288596905314,0.0,0.0,-7.009293923148057e-05,-4.6497712856365055e-05,0.0,0.0,Ibias,-214.93400198589856,-325.1163740483537,0.0,0.0,-118.07569810713552,228.25807016958817,0.0,0.0,L,-5617927.14181821,-6582711.01396222,0.0,0.0,-1844549.4611892914,2809333.333333349,0.0,0.0,W1,-5641.3918453514325,-3470.275831665953,0.0,0.0,-2255.4250450782974,84.30903139287078,0.0,0.0,W2,-4305.939468105311,-2451.099353275571,0.0,0.0,-2972.8792364557194,1118.0391216260168,0.0,0.0,Cload,345765746.5967594,269034.1394264363,0.0,0.0,345496712.4573329,0.0,0.0,0.0,Alo,-1.4252651717800906,-0.7862132643227858,0.0,0.0,-0.6390519074573017,0.0,0.0,0.0,Rbias2,6.961042258196027e-06,9.723778439189283e-06,0.0,0.0,5.799210036772434e-06,-8.561946217765655e-06,0.0,0.0,Rbias3,-7.843757171186397e-06,-1.1091397894558225e-05,0.0,0.0,-6.623244512015802e-06,9.87088523538788e-06,0.0,0.0,
34,Rd,-4.345442536365111e-05,0.0,0.0,0.0,0.0,-4.345442536365111e-05,0.0,0.0,Ibias,255.48067422816948,0.0,0.0,0.0,0.0,255.48067422816948,0.0,0.0,L,3054523.5285321595,0.0,0.0,0.0,0.0,3054523.5285321595,0.0,0.0,W1,60.612303609249594,0.0,0.0,0.0,0.0,60.612303609249594,0.0,0.0,W2,421.96408226077665,0.0,0.0,0.0,0.0,421.96408226077665,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-9.170300258665032e-06,0.0,0.0,0.0,0.0,-9.170300258665032e-06,0.0,0.0,Rbias3,9.55589459296496e-06,0.0,0.0,0.0,0.0,9.55589459296496e-06,0.0,0.0,
35,Rd,0.0026273689842375865,0.0,0.0,0.0,0.0026710082980905955,-4.3639313853005807e-05,0.0,0.0,Ibias,881.035295548722,0.0,0.0,0.0,640.2678282322952,240.7674673164287,0.0,0.0,L,15218511.462916678,0.0,0.0,0.0,12250957.485151753,2967553.9777649394,0.0,0.0,W1,10302.967454425514,0.0,0.0,0.0,10233.461731363821,69.5057230616976,0.0,0.0,W2,20430.46507688089,0.0,0.0,0.0,20108.09780043314,322.36727644778233,0.0,0.0,Cload,67367594847.30181,0.0,0.0,0.0,67367594847.30191,0.0,0.0,0.0,Alo,1.2048215953389452,0.0,0.0,0.0,1.2048215953389412,0.0,0.0,0.0,Rbias2,4.1336548077338795e-05,0.0,0.0,0.0,5.0060375296368084e-05,-8.72382721902938e-06,0.0,0.0,Rbias3,5.383201970069216e-05,0.0,0.0,0.0,4.416757778109991e-05,9.664441919592382e-06,0.0,0.0,
36,Rd,-0.002703110826327231,-0.0025241275297081035,0.0,0.0,-0.00013956934505790608,-3.9413951561231974e-05,0.0,0.0,Ibias,-288.0217934334215,-376.92628571844625,0.0,0.0,-146.4827692520385,235.38726153706463,0.0,0.0,L,-5805911.050456765,-6105076.966917376,0.0,0.0,-2170834.083539431,2469999.999999972,0.0,0.0,W1,-6205.335352723258,-3750.790055529229,0.0,0.0,-2559.3995448279384,104.85424763406887,0.0,0.0,W2,-5663.986986434459,-3018.7647149216364,0.0,0.0,-3825.2325580141915,1180.0102865016272,0.0,0.0,Cload,337826315.96705407,425023.0593535423,0.0,0.0,337401292.90862596,0.0,0.0,0.0,Alo,-1.5684790234146393,-0.8469927342832371,0.0,0.0,-0.721486289131399,0.0,0.0,0.0,Rbias2,1.0966784613487552e-05,1.2693773280563805e-05,0.0,0.0,7.751036447661843e-06,-9.47802511473757e-06,0.0,0.0,Rbias3,-1.16738823923133e-05,-1.3725721989127432e-05,0.0,0.0,-8.326661101635932e-06,1.0378500698449967e-05,0.0,0.0,
37,Rd,-0.00011027794591837546,0.0,0.0,0.0,-7.582337685621405e-05,-3.44545690621631e-05,0.0,0.0,Ibias,148.9169337498679,0.0,0.0,0.0,-120.40623820708699,269.32317195695714,0.0,0.0,L,2450644.9829299967,0.0,0.0,0.0,-211490.36103348262,2662135.3439635285,0.0,0.0,W1,-2380.13944554506,0.0,0.0,0.0,-2451.5886563747094,71.44921082970342,0.0,0.0,W2,-1585.0491253273717,0.0,0.0,0.0,-2657.6406182205296,1072.591492893116,0.0,0.0,Cload,286091770.5928335,0.0,0.0,0.0,286091770.5929493,0.0,0.0,0.0,Alo,-0.5447865074983032,0.0,0.0,0.0,-0.5447865074983007,0.0,0.0,0.0,Rbias2,-4.02455538357212e-06,0.0,0.0,0.0,5.9865938878388954e-06,-1.001114927141112e-05,0.0,0.0,Rbias3,3.977413177117309e-06,0.0,0.0,0.0,-5.8547871451382626e-06,9.832200322255767e-06,0.0,0.0,
38,Rd,0.0018821240798575062,0.0,0.0,0.0,0.0019176373152346429,-3.551323537713205e-05,0.0,0.0,Ibias,732.0738232348306,0.0,0.0,0.0,459.00453648652774,273.0692867483038,0.0,0.0,L,11731289.720890986,0.0,0.0,0.0,9059980.623488855,2671309.0974021023,0.0,0.0,W1,7092.598329230442,0.0,0.0,0.0,7014.069263069227,78.52906616119465,0.0,0.0,W2,16928.126778588063,0.0,0.0,0.0,15864.610249451856,1063.5165291361805,0.0,0.0,Cload,59270729483.87471,0.0,0.0,0.0,59270729483.874535,0.0,0.0,0.0,Alo,0.7236646000814015,0.0,0.0,0.0,0.7236646000814,0.0,0.0,0.0,Rbias2,3.788008182130504e-05,0.0,0.0,0.0,4.807527053583829e-05,-1.0195188714533173e-05,0.0,0.0,Rbias3,4.438593180428455e-05,0.0,0.0,0.0,3.464982393328263e-05,9.736107871002075e-06,0.0,0.0,
39,Rd,-0.002467995570999469,-0.002323856646300468,0.0,0.0,-0.00010376549574930956,-4.0373428949710774e-05,0.0,0.0,Ibias,-232.74851815420962,-353.60831583461544,0.0,0.0,-128.4607606937596,249.32055837416542,0.0,0.0,L,-5482026.894408539,-5741720.870791658,0.0,0.0,-2011389.3569504344,2271083.333333368,0.0,0.0,W1,-6219.112451706521,-3805.452338183859,0.0,0.0,-2561.027710816683,147.36759729404386,0.0,0.0,W2,-5975.82802778801,-3150.385765162976,0.0,0.0,-4070.8368954232114,1245.3946327979024,0.0,0.0,Cload,318847581.5850457,-21465342.66284521,0.0,0.0,340312924.24714375,0.0,0.0,0.0,Alo,-1.3437673879872172,-0.708331731128888,0.0,0.0,-0.6354356568583442,0.0,0.0,0.0,Rbias2,9.600903557732322e-06,1.2877660559670035e-05,0.0,0.0,8.037090152149768e-06,-1.1313847154088226e-05,0.0,0.0,Rbias3,-8.945626848246633e-06,-1.2219354610417855e-05,0.0,0.0,-7.640230945008324e-06,1.0913958707179753e-05,0.0,0.0,
40,Rd,0.007411205141511117,0.0,0.0,0.0,0.007448459465800194,-3.7254324289081604e-05,0.0,0.0,Ibias,2555.867455112153,0.0,0.0,0.0,2282.870002142248,272.9974529699071,0.0,0.0,L,40200138.501837075,0.0,0.0,0.0,37665486.09536572,2534652.4064713293,0.0,0.0,W1,36342.44560882106,0.0,0.0,0.0,36225.47518938591,116.97041943512711,0.0,0.0,W2,77629.64261807347,0.0,0.0,0.0,76491.31847323499,1138.3241448385115,0.0,0.0,Cload,268288369355.40308,0.0,0.0,0.0,268288369355.40314,0.0,0.0,0.0,Alo,4.705853001671788,0.0,0.0,0.0,4.70585300167179,0.0,0.0,0.0,Rbias2,0.00019568537282516445,0.0,0.0,0.0,0.00020731699711577442,-1.1631624290610048e-05,0.0,0.0,Rbias3,0.0001806686826990614,0.0,0.0,0.0,0.00017038785386135337,1.0280828837708192e-05,0.0,0.0,
41,Rd,-0.005762340405877103,-0.004693412829418264,0.0,0.0,-0.0010422478073535758,-2.6679769105263454e-05,0.0,0.0,Ibias,-604.0525964483377,-558.5652642134675,0.0,0.0,-317.8832270324606,272.3958947975621,0.0,0.0,L,-5658809.002824227,-3659406.2762240754,0.0,0.0,-3496069.3932670206,1496666.6666666833,0.0,0.0,W1,-14065.237681205697,-7001.317874813075,0.0,0.0,-7407.768462194076,343.84865580131435,0.0,0.0,W2,-15853.457067582469,-6434.63157369483,0.0,0.0,-11038.349320369312,1619.5238264810955,0.0,0.0,Cload,138598745.3547,4433418.569066211,0.0,0.0,134165326.78461389,0.0,0.0,0.0,Alo,-2.255462942322497,-1.0139143094603358,0.0,0.0,-1.2415486328621426,0.0,0.0,0.0,Rbias2,4.368054673890013e-05,3.420208814576247e-05,0.0,0.0,2.6366070890428477e-05,-1.6887612297290005e-05,0.0,0.0,Rbias3,-3.623213171159674e-05,-2.8458186478261924e-05,0.0,0.0,-2.1869603909220446e-05,1.4095658675884278e-05,0.0,0.0,
42,Rd,-0.004702073362225044,-0.003999003795306555,0.0,0.0,-0.0006785155687556623,-2.4553998162887753e-05,0.0,0.0,Ibias,-473.22863224839466,-521.5298323864965,0.0,0.0,-252.7571956151701,301.0583957532453,0.0,0.0,L,-2075157.2964142743,-2223281.8404387645,0.0,0.0,-1514997.2942898087,1663121.8383143847,0.0,0.0,W1,-12262.530608452074,-6465.182145302268,0.0,0.0,-6103.765245399321,306.4167822493884,0.0,0.0,W2,-12513.060184736874,-5399.874729870295,0.0,0.0,-8586.459901944454,1473.2744470770504,0.0,0.0,Cload,151081962.77645302,3720124.9897700334,0.0,0.0,147361837.78566295,0.0,0.0,0.0,Alo,-1.767934287908576,-0.8312756977844225,0.0,0.0,-0.93665859012417,0.0,0.0,0.0,Rbias2,3.241594166561408e-05,2.9223124473595095e-05,0.0,0.0,2.0603674911587804e-05,-1.7410857719568826e-05,0.0,0.0,Rbias3,-2.3803858386714585e-05,-2.1448567117590965e-05,0.0,0.0,-1.5184791394146458e-05,1.2829500125022839e-05,0.0,0.0,
43,Rd,-0.0037547011028635103,-0.003321302123238333,0.0,0.0,-0.00040874274563986775,-2.4656233985359607e-05,0.0,0.0,Ibias,-363.09662993052007,-481.89091528427304,0.0,0.0,-198.56292428625588,317.3572096399896,0.0,0.0,L,-529244.9765770091,-1531000.2912447795,0.0,0.0,-634261.2015762521,1636016.5162438585,0.0,0.0,W1,-10030.720679041087,-5651.238625131302,0.0,0.0,-4561.75526505958,182.27321114956413,0.0,0.0,W2,-10288.116618144226,-4743.081639055806,0.0,0.0,-6931.951004960348,1386.9160258714016,0.0,0.0,Cload,179554151.30307335,3324764.7233852856,0.0,0.0,176229386.57764775,0.0,0.0,0.0,Alo,-1.4648092316134083,-0.714789711302111,0.0,0.0,-0.7500195203112899,0.0,0.0,0.0,Rbias2,2.4371982420498723e-05,2.5602488389632338e-05,0.0,0.0,1.6691022132845812e-05,-1.7921528101979424e-05,0.0,0.0,Rbias3,-1.6075187233871536e-05,-1.705890867199474e-05,0.0,0.0,-1.1063501652665082e-05,1.2047223090787682e-05,0.0,0.0,
44,Rd,0.01181525064781179,0.004457198126625773,0.0,0.0,0.007384073326478853,-2.6020805292856732e-05,0.0,0.0,Ibias,4044.2717421891857,1653.4113900247187,0.0,0.0,2062.9421961447906,327.9181560196699,0.0,0.0,L,55901088.33906144,25732990.793496232,0.0,0.0,28559049.342923325,1609048.2026418406,0.0,0.0,W1,66385.19139233697,31378.672245718077,0.0,0.0,34813.65552451422,192.86362210462104,0.0,0.0,W2,169440.12131252565,82773.84095521383,0.0,0.0,86331.28847410134,334.99188321034,0.0,0.0,Cload,719901772064.8977,349292472959.6736,0.0,0.0,370609299105.223,0.0,0.0,0.0,Alo,8.899506129734839,4.318650918708721,0.0,0.0,4.580855211026116,0.0,0.0,0.0,Rbias2,0.0006832718193138546,0.000345428335335219,0.0,0.0,0.0003565323783984908,-1.8688894419855255e-05,0.0,0.0,Rbias3,0.00040057012996487127,0.0001858728196128193,0.0,0.0,0.00020313575819487276,1.1561552157179486e-05,0.0,0.0,
45,Rd,-0.008022370855609503,-0.006410580577295998,0.0,0.0,-0.0015929214876133795,-1.8868790700199976e-05,0.0,0.0,Ibias,-58.394717394630945,-576.8829293212823,0.0,0.0,198.27467204145825,320.21353988518854,0.0,0.0,L,-12074806.273624597,-2985969.29886578,0.0,0.0,-9569086.97475926,480250.0000000246,0.0,0.0,W1,-26556.14247913025,-12282.035414176971,0.0,0.0,-14803.368168430292,529.2611034764918,0.0,0.0,W2,-104336.15967648644,-26516.218493149816,0.0,0.0,-81318.62099659065,3498.679813252602,0.0,0.0,Cload,3379383560.893933,1092005797.8482904,0.0,0.0,2287377763.029317,0.0,0.0,0.0,Alo,-8.750150323946718,-2.257091132619036,0.0,0.0,-6.493059191327681,0.0,0.0,0.0,Rbias2,6.453587116112416e-05,0.00010132007517587869,0.0,0.0,1.092024061042839e-05,-4.770444462518826e-05,0.0,0.0,Rbias3,-3.0215516746998837e-05,-4.605104782141085e-05,0.0,0.0,-5.780393202880475e-06,2.1615924277287663e-05,0.0,0.0,
46,Rd,-0.0074225253743732105,-0.005781412675429728,0.0,0.0,-0.0016287373693299643,-1.2375329613278015e-05,0.0,0.0,Ibias,-445.93432053335636,-639.245540619769,0.0,0.0,-157.78468890346164,351.09590898994185,0.0,0.0,L,-3046909.183822539,-671663.4150224669,0.0,0.0,-3137952.093268785,762706.3244686719,0.0,0.0,W1,-27915.79905193389,-12794.662964991068,0.0,0.0,-15477.741420194048,356.6053332507511,0.0,0.0,W2,-56601.56655308643,-15940.706723654934,0.0,0.0,-43127.81612040885,2466.9562909779684,0.0,0.0,Cload,1801509087.3249567,734391621.2474073,0.0,0.0,1067117466.0857166,0.0,0.0,0.0,Alo,-3.791312324943217,-1.0985148799276587,0.0,0.0,-2.692797445015508,0.0,0.0,0.0,Rbias2,0.00010178812008610402,8.782397328230266e-05,0.0,0.0,5.517982366855717e-05,-4.1215676864759456e-05,0.0,0.0,Rbias3,-4.52875146076461e-05,-3.819252046575829e-05,0.0,0.0,-2.4905600337870534e-05,1.7810606195982728e-05,0.0,0.0,
47,Rd,-0.006391015963783519,-0.005070598122489333,0.0,0.0,-0.0013082900696448022,-1.212777164942121e-05,0.0,0.0,Ibias,-502.2071740393923,-631.4150357270997,0.0,0.0,-234.94667502490057,364.1545367125561,0.0,0.0,L,-900094.1869946453,59334.137269116145,0.0,0.0,-1667438.2945287253,708009.9702646526,0.0,0.0,W1,-25124.484452769575,-11922.66145742056,0.0,0.0,-13546.194287916553,344.37129256668425,0.0,0.0,W2,-32627.644718792613,-6964.132940069809,0.0,0.0,-24858.488592238875,-805.0231864844877,0.0,0.0,Cload,831733681.0200765,112430880.44009446,0.0,0.0,719302800.5636427,0.0,0.0,0.0,Alo,-2.5609582751478674,-0.830267980420611,0.0,0.0,-1.7306902947272986,0.0,0.0,0.0,Rbias2,9.605338557998795e-05,7.984560938255178e-05,0.0,0.0,5.718012474774276e-05,-4.0972348550310345e-05,0.0,0.0,Rbias3,-4.048050596552551e-05,-3.307287293988556e-05,0.0,0.0,-2.4107114645837635e-05,1.6699481620191584e-05,0.0,0.0,
48,Rd,0.02484430645297949,0.006175765332819927,0.0,0.0,0.018681429680914678,-1.2888560755113936e-05,0.0,0.0,Ibias,7306.1110642759695,2103.224501326789,0.0,0.0,4833.371977987661,369.514584961511,0.0,0.0,L,71249485.33667043,25241203.394094042,0.0,0.0,45323007.87654609,685274.0660300612,0.0,0.0,W1,156575.95779002408,51702.00659382522,0.0,0.0,104528.9456996708,345.0054965274809,0.0,0.0,W2,461527.6585866309,162171.70374630054,0.0,0.0,297219.597063882,2136.3577764473625,0.0,0.0,Cload,3837387239463.1787,1340810751545.8372,0.0,0.0,2496576487917.3413,0.0,0.0,0.0,Alo,16.386667913209564,5.744180914113753,0.0,0.0,10.642486999095851,0.0,0.0,0.0,Rbias2,0.003706113417360963,0.001341083266492778,0.0,0.0,0.002407574464381771,-4.254431351358582e-05,0.0,0.0,Rbias3,0.0013594477821724134,0.0004571562509172559,0.0,0.0,0.0008858579592755826,1.6433571979570448e-05,0.0,0.0,
49,Rd,-0.014256407563889212,-0.011805929707446804,0.0,0.0,-0.0024452282380979214,-5.249618345304826e-06,0.0,0.0,Ibias,3432.3159932040085,252.06598851946774,0.0,0.0,2865.372027736858,314.87797694769887,0.0,0.0,L,11097198.630742136,4649800.451564563,0.0,0.0,5940314.845844045,507083.33333334315,0.0,0.0,W1,-99089.115260373,-39591.27779874638,0.0,0.0,-59932.66361841207,434.82615679180236,0.0,0.0,W2,-763936.393133867,-242124.61725467056,0.0,0.0,-528487.6557105205,6675.879831306169,0.0,0.0,Cload,6815166209.303795,2215223589.1757913,0.0,0.0,4599942620.128004,0.0,0.0,0.0,Alo,-38.983248007145704,-12.459184907620921,0.0,0.0,-26.524063099524785,0.0,0.0,0.0,Rbias2,-0.0009408298694699659,-3.418431403729559e-05,0.0,0.0,-0.0008111785733918231,-9.54669820410937e-05,0.0,0.0,Rbias3,0.00026113654140577197,-2.153327497071947e-05,0.0,0.0,0.0002449782356637546,3.7691580712784366e-05,0.0,0.0,
50,Rd,-0.015581637639801457,-0.01095837454432155,0.0,0.0,-0.004618541374280163,-4.721721198251139e-06,0.0,0.0,Ibias,-259.58134640485736,-927.5596523819752,0.0,0.0,339.85011818710103,328.1281877900034,0.0,0.0,L,-5916889.134057376,-876812.0188544041,0.0,0.0,-5313577.115203157,273500.0000000006,0.0,0.0,W1,-82593.00082604025,-34423.89181279619,0.0,0.0,-48764.45100653352,595.3419932962225,0.0,0.0,W2,-267353.88948722597,-73299.03169785233,0.0,0.0,-197858.58397387338,3803.7261845085222,0.0,0.0,Cload,20561150905.4298,7134996348.025875,0.0,0.0,13426154557.403923,0.0,0.0,0.0,Alo,-13.23013509510158,-3.6264432818436356,0.0,0.0,-9.603691813257946,0.0,0.0,0.0,Rbias2,0.000218342004484076,0.0003114511506612193,0.0,0.0,-2.53580913024241e-06,-9.057333704698952e-05,0.0,0.0,Rbias3,-0.00015565464266227027,-0.00014854566106583197,0.0,0.0,-4.548615427939291e-05,3.837717268299744e-05,0.0,0.0,
51,Rd,-0.014885000700841927,-0.00984407425992173,0.0,0.0,-0.005036896425302355,-4.030015618640721e-06,0.0,0.0,Ibias,-1648.39890307855,-1195.8427475106832,0.0,0.0,-797.330290071251,344.774134502981,0.0,0.0,L,-2451798.7561677876,-138248.87819443713,0.0,0.0,-2648010.75712362,334460.8791488743,0.0,0.0,W1,-80691.46918940707,-33289.007638487616,0.0,0.0,-47931.68981753467,529.228266606998,0.0,0.0,W2,-132359.0076576586,-38500.82120193505,0.0,0.0,-96894.63761783791,3036.451162087952,0.0,0.0,Cload,18082657566.982243,5894374866.804581,0.0,0.0,12188282699.785025,0.0,0.0,0.0,Alo,-4.402093884751335,-1.266836511902802,0.0,0.0,-3.1352573728486455,0.0,0.0,0.0,Rbias2,0.000573955669147617,0.00035263917520960894,0.0,0.0,0.0003084862672566914,-8.716977331902076e-05,0.0,0.0,Rbias3,-0.0002658465959295611,-0.00015257590185544103,0.0,0.0,-0.0001488302927596604,3.555959868547455e-05,0.0,0.0,
52,Rd,-0.01285833772151196,-0.008600841125440963,0.0,0.0,-0.004253285632727084,-4.210963344592642e-06,0.0,0.0,Ibias,-1687.9453202260672,-1179.1735055685933,0.0,0.0,-864.8160332074902,356.0442185499416,0.0,0.0,L,-901877.7549615299,468586.07391155453,0.0,0.0,-1673286.5529806928,302822.724106636,0.0,0.0,W1,-69915.64545021702,-29232.82292582888,0.0,0.0,-41208.17477482,525.3522504260274,0.0,0.0,W2,-105428.54405572338,-30799.353000757565,0.0,0.0,-77410.64680648207,2781.4557515132965,0.0,0.0,Cload,18999853760.339798,6586768126.398707,0.0,0.0,12413085633.744627,0.0,0.0,0.0,Alo,-3.128937248715012,-0.920657343885244,0.0,0.0,-2.2082799048299577,0.0,0.0,0.0,Rbias2,0.0005492807861367159,0.0003338164271514449,0.0,0.0,0.0003053726525907083,-8.990829360548378e-05,0.0,0.0,Rbias3,-0.00023731515069469263,-0.00013503098823862048,0.0,0.0,-0.00013656170514096864,3.4277542684884976e-05,0.0,0.0,
53,Rd,-0.0016088724708332137,-0.004674907964587817,0.0,0.0,0.003070785459244301,-4.749965489669268e-06,0.0,0.0,Ibias,958.3521563810315,-375.19970678779083,0.0,0.0,970.4756506884199,363.0762124803631,0.0,0.0,L,13117044.300411373,4844787.750052584,0.0,0.0,8023453.583406085,248802.96695299578,0.0,0.0,W1,11995.671758341123,-3747.228505715475,0.0,0.0,15208.849713918578,534.0505501371603,0.0,0.0,W2,84544.93169086584,25806.22816345108,0.0,0.0,56020.44062021985,2718.2629071954525,0.0,0.0,Cload,2672577158652.4775,802336841890.8514,0.0,0.0,1870240316761.5605,0.0,0.0,0.0,Alo,0.7385376309425669,0.22209515854601217,0.0,0.0,0.5164424723966388,0.0,0.0,0.0,Rbias2,0.0030971388920894185,0.0010984051402454793,0.0,0.0,0.0020944449651310536,-9.571121328714625e-05,0.0,0.0,Rbias3,0.0006920527695888132,0.0001473527991262258,0.0,0.0,0.0005104668931127424,3.4233077349839386e-05,0.0,0.0,
54,Rd,0.02939566666428778,0.004356564436710713,0.0,0.0,0.025046450139895243,-7.347912318346044e-06,0.0,0.0,Ibias,10052.010709362037,2223.797953334272,0.0,0.0,7475.720171071503,352.492584956359,0.0,0.0,L,61142230.052873746,19736093.481596366,0.0,0.0,41558553.23794404,-152416.66666670115,0.0,0.0,W1,258314.96136813535,67187.83683320912,0.0,0.0,190260.99329091955,866.1312440077694,0.0,0.0,W2,707577.7903387271,207137.46043186626,0.0,0.0,496801.3991047685,3638.930802094681,0.0,0.0,Cload,13918454063761.914,4067970210008.1343,0.0,0.0,9850483853753.78,0.0,0.0,0.0,Alo,12.776883442959953,3.739693337272319,0.0,0.0,9.037190105687724,0.0,0.0,0.0,Rbias2,0.014795428161511632,0.004584181616250993,0.0,0.0,0.01034365957026736,-0.00013241302500689134,0.0,0.0,Rbias3,0.004202404444043997,0.001143963833838094,0.0,0.0,0.0030156447850078925,4.27958251979823e-05,0.0,0.0,
55,Rd,-0.016504688558599115,-0.012030321326504279,0.0,0.0,-0.004471576596916441,-2.7906351780085325e-06,0.0,0.0,Ibias,1949.8158321303836,-529.8423502501533,0.0,0.0,2130.4351883665267,349.2229940137959,0.0,0.0,L,-1346228.3746775347,1203839.745994954,0.0,0.0,-2569068.1206724797,19000.000000014377,0.0,0.0,W1,-115650.27300508543,-48948.54678698251,0.0,0.0,-67722.26080397458,1020.5345858707227,0.0,0.0,W2,-665523.7847518725,-199026.6564134699,0.0,0.0,-471995.61373560096,5498.4853972149995,0.0,0.0,Cload,4916926605.11269,1329961522.4554806,0.0,0.0,3586965082.1878233,0.0,0.0,0.0,Alo,-20.391280931010655,-5.993888233590904,0.0,0.0,-14.39739269741975,0.0,0.0,0.0,Rbias2,-0.006615608438850639,-0.0012525307921775692,0.0,0.0,-0.005152975941937546,-0.00021010170473547446,0.0,0.0,Rbias3,-0.0002885648044432172,-0.00027476795428457257,0.0,0.0,-7.138171418373564e-05,5.7584864025158145e-05,0.0,0.0,
