Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,
36,Rd,-1.5185764047144132e-05,-1.346202083879653e-05,0.0,0.0,0.0,-1.7237432083476024e-06,0.0,Ibias,372.87382781894377,259.2643792712589,0.0,0.0,0.0,113.60944854768485,0.0,W1,-3972.6746930105182,-4129.137646791862,0.0,0.0,0.0,156.46295378120254,0.0,W2,317.23299835796803,-1949.8659976615038,0.0,0.0,0.0,2267.098996017337,0.0,Alo,0.1827041809753827,0.1827041809753827,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8934384279687297e-06,-1.705344723385368e-06,0.0,0.0,0.0,-1.8809370458337388e-07,0.0,Rbias3,6.093004871438584e-07,5.489316663425368e-07,0.0,0.0,0.0,6.036882080132162e-08,0.0,
37,Rd,-1.6186216191083296e-05,-1.4493120490247632e-05,0.0,0.0,0.0,-1.6930957008350009e-06,0.0,Ibias,368.09011234483097,254.68348248250592,0.0,0.0,0.0,113.4066298623223,0.0,W1,-3962.1558280814156,-4116.512884176226,0.0,0.0,0.0,154.35705609467013,0.0,W2,-36.13873640263844,-2287.494685454556,0.0,0.0,0.0,2251.355949051308,0.0,Alo,0.18786421868189968,0.18786421868189968,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8924307168443209e-06,-1.7048245116868976e-06,0.0,0.0,0.0,-1.8760620515738713e-07,0.0,Rbias3,6.185701283697827e-07,5.57397739171867e-07,0.0,0.0,0.0,6.117238919792354e-08,0.0,
38,Rd,-2.6131834947763392e-05,-1.532368069888576e-05,0.0,0.0,-9.144917498401846e-06,-1.6632367504739113e-06,0.0,Ibias,286.2800366221787,250.05984371458786,0.0,0.0,-76.95679402937033,113.1769869369631,0.0,W1,-5207.23238387779,-4077.077416907467,0.0,0.0,-1282.287766517414,152.13279954740023,0.0,W2,-8975.247156536581,-2792.7647281791233,0.0,0.0,-8417.968557659284,2235.4861293017248,0.0,Alo,0.1452952374014341,0.1930238112654038,0.0,0.0,-0.04772857386396508,0.0,0.0,Rbias2,-7.632015544082312e-07,-1.7105495476881558e-06,0.0,0.0,1.1344520725773435e-06,-1.8710407929740073e-07,0.0,Rbias3,5.181907813902215e-07,5.659211011339198e-07,0.0,0.0,-1.0970738521390614e-07,6.197706547023828e-08,0.0,
39,Rd,-4.767955214105123e-05,-1.4836747188691936e-05,0.0,0.0,-3.119396683454062e-05,-1.648838117819019e-06,0.0,Ibias,199.99906984338932,253.1988643858759,0.0,0.0,-166.22860440773192,113.02880986523174,0.0,W1,-9836.87744135946,-3985.012538797916,0.0,0.0,-6002.364185464784,150.4992829029031,0.0,W2,-53822.37102800002,-2777.2797602047835,0.0,0.0,-53264.62597424249,2219.5347064464236,0.0,Alo,-0.10784182606061642,0.1961962373276175,0.0,0.0,-0.30403806338824035,0.0,0.0,Rbias2,-8.922895699278715e-07,-1.7200594912121013e-06,0.0,0.0,1.014888252126856e-06,-1.871183308426034e-07,0.0,Rbias3,1.5725395023819582e-07,5.765770760052476e-07,0.0,0.0,-4.818592121244314e-07,6.253608635736833e-08,0.0,
40,Rd,-1.3586815233935766e-05,-1.1936511515811288e-05,0.0,0.0,0.0,-1.650303718124479e-06,0.0,Ibias,377.0489257085298,264.0828894279484,0.0,0.0,0.0,112.96603628058138,0.0,W1,-3651.7285035137156,-3800.9658401885836,0.0,0.0,0.0,149.23733667500477,0.0,W2,288.34388511540953,-1898.3043989939276,0.0,0.0,0.0,2186.648284108735,0.0,Alo,0.19994261176561412,0.19994261176561412,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9239615129512543e-06,-1.73704654877205e-06,0.0,0.0,0.0,-1.869149641792045e-07,0.0,Rbias3,6.500394749109306e-07,5.87271049126048e-07,0.0,0.0,0.0,6.27684257848746e-08,0.0,
41,Rd,-1.4750265121041189e-05,-1.313058948780622e-05,0.0,0.0,0.0,-1.6196756332333366e-06,0.0,Ibias,370.5845597606439,257.85985655830024,0.0,0.0,0.0,112.72470320235496,0.0,W1,-3643.2692149591176,-3790.2496850430807,0.0,0.0,0.0,146.9804700840085,0.0,W2,-224.00524548011145,-2394.274949962248,0.0,0.0,0.0,2170.2697044830393,0.0,Alo,0.2051271313614768,0.2051271313614768,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8944499237201772e-06,-1.7409543933795457e-06,0.0,0.0,3.2895307256883215e-08,-1.8639083759750533e-07,0.0,Rbias3,6.595730632263283e-07,5.959635183612293e-07,0.0,0.0,0.0,6.360954486510304e-08,0.0,
42,Rd,-4.3443605875805436e-05,-1.412129073062212e-05,0.0,0.0,-2.7732539895757402e-05,-1.5897752494265913e-06,0.0,Ibias,215.97779645264382,251.5924934540031,0.0,0.0,-148.09174077402122,112.47704377265983,0.0,W1,-8768.835090034543,-3779.0413224153785,0.0,0.0,-5134.6639648574555,144.8701972383819,0.0,W2,-97478.25562511374,-3050.952488420482,0.0,0.0,-96581.00822949914,2153.7050928054073,0.0,Alo,-0.3533496652925403,0.20937251149441352,0.0,0.0,-0.5627221767869567,0.0,0.0,Rbias2,-7.172998609615452e-07,-1.750957552740835e-06,0.0,0.0,1.2195000941982653e-06,-1.8584240241895894e-07,0.0,Rbias3,2.0374056758162366e-07,6.024539472446271e-07,0.0,0.0,-4.631888121863797e-07,6.447543252335739e-08,0.0,
43,Rd,-1.2549449318239234e-05,-1.0956013086490313e-05,0.0,0.0,0.0,-1.5934362317489216e-06,0.0,Ibias,373.89690360317593,261.31360089626304,0.0,0.0,0.0,112.58330270690439,0.0,W1,-3466.130885482022,-3610.3321924750744,0.0,0.0,0.0,144.20130699287316,0.0,W2,417.76973476804056,-1681.727726997149,0.0,0.0,0.0,2099.4974617645985,0.0,Alo,0.2145476886069801,0.2145476886069801,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9434282146862694e-06,-1.7575847105708739e-06,0.0,0.0,0.0,-1.858435041154307e-07,0.0,Rbias3,6.768109486465391e-07,6.12048282617053e-07,0.0,0.0,0.0,6.476266602946582e-08,0.0,
44,Rd,-1.3689728226269899e-05,-1.2127201073859253e-05,0.0,0.0,0.0,-1.5625271524090313e-06,0.0,Ibias,368.8965376187157,256.57216980967667,0.0,0.0,0.0,112.32436780904187,0.0,W1,-3458.1625963512524,-3600.309884510177,0.0,0.0,0.0,142.14728815905804,0.0,W2,-242.3199660045723,-2326.685246506063,0.0,0.0,0.0,2084.365280502672,0.0,Alo,0.22073042307057358,0.22073042307057358,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9512583510014684e-06,-1.7659946267129757e-06,0.0,0.0,0.0,-1.8526372428848117e-07,0.0,Rbias3,6.865007345131662e-07,6.208501579319235e-07,0.0,0.0,0.0,6.56505765812385e-08,0.0,
45,Rd,-1.4808659291636882e-05,-1.3276315318272713e-05,0.0,0.0,0.0,-1.5323439733638465e-06,0.0,Ibias,362.24700566079633,250.20881736042767,0.0,0.0,0.0,112.03818830036009,0.0,W1,-3425.454703467093,-3565.3071767865354,0.0,0.0,0.0,139.85247331939794,0.0,W2,-733.1322054970301,-2800.4222004004764,0.0,0.0,0.0,2067.2899949028556,0.0,Alo,0.2259852214228295,0.2259852214228295,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.154921682263053e-06,-1.760888449464518e-06,0.0,0.0,7.906602330924715e-07,-1.8469346589097224e-07,0.0,Rbias3,6.985283571296765e-07,6.319762044979288e-07,0.0,0.0,0.0,6.655215263175609e-08,0.0,
46,Rd,-4.4233807451982434e-05,-1.423922927036838e-05,0.0,0.0,-2.848796893179059e-05,-1.5066092498239254e-06,0.0,Ibias,185.6321553055545,247.1229760818742,0.0,0.0,-173.32831574167204,111.83749496536078,0.0,W1,-8264.015380848301,-3557.1911234184095,0.0,0.0,-4844.910988660614,138.08673123062442,0.0,W2,-102662.11389129005,-3432.1707095850415,0.0,0.0,-101283.3906137317,2053.4474320268573,0.0,Alo,-0.4560322730345512,0.22852029178454566,0.0,0.0,-0.6845525648191035,0.0,0.0,Rbias2,-6.73584089633293e-07,-1.769557719586759e-06,0.0,0.0,1.2804260782884336e-06,-1.8445244833494208e-07,0.0,Rbias3,1.9543107935361867e-07,6.39037709133671e-07,0.0,0.0,-5.10967812699118e-07,6.736118291903836e-08,0.0,
47,Rd,-1.215711101651644e-05,-1.0644060295239128e-05,0.0,0.0,0.0,-1.5130507212773116e-06,0.0,Ibias,370.40322422426124,258.4644845748697,0.0,0.0,0.0,111.93873964937428,0.0,W1,-3238.3339922893165,-3375.9803676480515,0.0,0.0,0.0,137.64637535856073,0.0,W2,214.70560675723263,-1784.0521648854515,0.0,0.0,0.0,1998.757771641527,0.0,Alo,0.23574508796502708,0.23574508796502708,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9678893522395614e-06,-1.783416808689547e-06,0.0,0.0,0.0,-1.8447254355001444e-07,0.0,Rbias3,7.167665107358031e-07,6.49121595407925e-07,0.0,0.0,0.0,6.764491532786985e-08,0.0,
48,Rd,-1.3258573663772251e-05,-1.177769809020296e-05,0.0,0.0,0.0,-1.4808755735689729e-06,0.0,Ibias,363.6546160759317,252.01586075043758,0.0,0.0,0.0,111.63875532550857,0.0,W1,-3231.1705704551637,-3366.72600547557,0.0,0.0,0.0,135.55543502053678,0.0,W2,-420.3423828560859,-2404.24543288269,0.0,0.0,0.0,1983.9030500274716,0.0,Alo,0.2410290906997802,0.2410290906997802,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.966783835561081e-06,-1.7829298859208915e-06,0.0,0.0,0.0,-1.838539496401556e-07,0.0,Rbias3,7.289805616156004e-07,6.60383298926949e-07,0.0,0.0,0.0,6.859726268866411e-08,0.0,
49,Rd,-1.4683374697598884e-05,-1.3233934909348241e-05,0.0,0.0,0.0,-1.4494397882506419e-06,0.0,Ibias,356.8533922413563,245.5286313027323,0.0,0.0,0.0,111.32476093863275,0.0,W1,-3223.455683843979,-3356.934669660873,0.0,0.0,0.0,133.47898581693747,0.0,W2,-1203.3886633016255,-3172.2123994366784,0.0,0.0,0.0,1968.823736135342,0.0,Alo,0.24538768271266595,0.24538768271266595,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.231384735116289e-06,-1.7818030582155514e-06,0.0,0.0,7.33605068116017e-07,-1.8318674501677823e-07,0.0,Rbias3,7.389885077935447e-07,6.694099905020715e-07,0.0,0.0,0.0,6.957851729148602e-08,0.0,
50,Rd,-4.4494878802723014e-05,-1.4332051291200666e-05,0.0,0.0,-2.8738668044758504e-05,-1.424159466764276e-06,0.0,Ibias,155.28097610680308,240.73981998242212,0.0,0.0,-196.54025720717672,111.08141333155748,0.0,W1,-7761.0516343437175,-3325.9730433351006,0.0,0.0,-4566.743846608275,131.6652555997894,0.0,W2,-100493.78124921324,-3621.269509590327,0.0,0.0,-98825.98127948349,1953.4695398598305,0.0,Alo,-0.5128021492450274,0.2480119939605307,0.0,0.0,-0.7608141432055581,0.0,0.0,Rbias2,-6.299851503842133e-07,-1.781803870089761e-06,0.0,0.0,1.3347607392814467e-06,-1.829420195758915e-07,0.0,Rbias3,1.904011410359662e-07,6.789395148614406e-07,0.0,0.0,-5.589767864580784e-07,7.04384126326016e-08,0.0,
51,Rd,-1.176639444514169e-05,-1.0334746211714849e-05,0.0,0.0,0.0,-1.431648233427787e-06,0.0,Ibias,366.38347697080155,255.22566426325065,0.0,0.0,0.0,111.15781270754212,0.0,W1,-3047.6446416846134,-3178.84344447663,0.0,0.0,0.0,131.19880279184628,0.0,W2,-125.2096189733788,-2028.7178468755783,0.0,0.0,0.0,1903.5082279021995,0.0,Alo,0.2555589242026515,0.2555589242026515,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.991085300457525e-06,-1.8081035439806741e-06,0.0,0.0,0.0,-1.8298175647685102e-07,0.0,Rbias3,7.602084418049189e-07,6.894746000856836e-07,0.0,0.0,0.0,7.0733841719231e-08,0.0,
52,Rd,-1.3167337971262421e-05,-1.176817925101874e-05,0.0,0.0,0.0,-1.3991587202436808e-06,0.0,Ibias,359.4800299861618,248.65471788876786,0.0,0.0,0.0,110.8253120973969,0.0,W1,-3018.1317136742646,-3147.199150991653,0.0,0.0,0.0,129.06743731743094,0.0,W2,-887.3892203947581,-2775.448053474216,0.0,0.0,0.0,1888.058833080874,0.0,Alo,0.26089796491008593,0.26089796491008593,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9814530630179513e-06,-1.7991311995446198e-06,0.0,0.0,0.0,-1.8232186347330924e-07,0.0,Rbias3,7.726735719698011e-07,7.009171461520227e-07,0.0,0.0,0.0,7.175642581776967e-08,0.0,
53,Rd,-2.035579573650107e-05,-1.3508224139252812e-05,0.0,0.0,-5.481138871429445e-06,-1.3664327258181847e-06,0.0,Ibias,299.29171380955745,240.47954012369104,0.0,0.0,-51.658405477431295,110.47057916328882,0.0,W1,-3772.546927194925,-3160.6739112788364,0.0,0.0,-738.9493359051538,127.0763199889804,0.0,W2,-6586.040022393125,-3511.107999230725,0.0,0.0,-4948.095038552186,1873.1630153883707,0.0,Alo,0.2321851715869285,0.26341638599130224,0.0,0.0,-0.031231214404373736,0.0,0.0,Rbias2,-5.962532337726084e-07,-1.7898947059292531e-06,0.0,0.0,1.3752939616506572e-06,-1.8165248949403786e-07,0.0,Rbias3,7.039336087982795e-07,7.077623080413088e-07,0.0,0.0,-7.6625298032291e-08,7.279659878924853e-08,0.0,
54,Rd,-4.6150679337166257e-05,-1.4066164705973763e-05,0.0,0.0,-3.0735270180465975e-05,-1.3492444507261624e-06,0.0,Ibias,110.24276096925736,238.72967871602407,0.0,0.0,-238.76094126721873,110.27402352044645,0.0,W1,-7611.359142968642,-3131.189645950001,0.0,0.0,-4605.87106421873,125.70156720014172,0.0,W2,-100160.68769138523,-3939.947641981721,0.0,0.0,-98080.21231672721,1859.472267324312,0.0,Alo,-0.4188502285463637,0.26518015713529747,0.0,0.0,-0.6840303856816545,0.0,0.0,Rbias2,-6.842101650014579e-07,-1.801443524367551e-06,0.0,0.0,1.2989411590850053e-06,-1.8170779971886348e-07,0.0,Rbias3,1.548765954957529e-07,7.174640754605277e-07,0.0,0.0,-6.361489247062127e-07,7.356144474143469e-08,0.0,
55,Rd,-1.0719055485955813e-05,-9.360805375927514e-06,0.0,0.0,0.0,-1.3582501100286092e-06,0.0,Ibias,367.94467125220814,257.62797373111334,0.0,0.0,0.0,110.31669752108292,0.0,W1,-2842.2453413256094,-2967.3960998996254,0.0,0.0,0.0,125.15075857397471,0.0,W2,-436.9087987182735,-2249.4670301184196,0.0,0.0,0.0,1812.5582313993152,0.0,Alo,0.2749899204240562,0.2749899204240562,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0186565985145845e-06,-1.8369455182389197e-06,0.0,0.0,0.0,-1.8171108027566463e-07,0.0,Rbias3,8.084721655358856e-07,7.346442647731818e-07,0.0,0.0,0.0,7.382790076267725e-08,0.0,
56,Rd,-1.2727848805098018e-05,-1.1403094596782733e-05,0.0,0.0,0.0,-1.3247542083146665e-06,0.0,Ibias,357.789709948267,247.84030134296523,0.0,0.0,0.0,109.94940860531368,0.0,W1,-2857.427901915086,-2980.6511943898163,0.0,0.0,0.0,123.22329247489623,0.0,W2,-1458.3761614223038,-3254.9533975476534,0.0,0.0,0.0,1796.577236124796,0.0,Alo,0.27755465126817136,0.27755465126817136,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9981670504058697e-06,-1.8311473574353555e-06,0.0,0.0,0.0,-1.67019692970471e-07,0.0,Rbias3,8.16514320056679e-07,7.415876371619995e-07,0.0,0.0,0.0,7.492668289468851e-08,0.0,
57,Rd,-4.1928389565339476e-05,-1.3249058224597318e-05,0.0,0.0,-2.7336804776920056e-05,-1.342526563825085e-06,0.0,Ibias,120.46593071368777,237.99209075698673,0.0,0.0,-226.95869286183142,109.43253281852611,0.0,W1,-6872.099007693973,-2971.968906353492,0.0,0.0,-4020.3637521509963,120.2336508101933,0.0,W2,-55697.85601756655,-3958.747355958111,0.0,0.0,-53520.95509702643,1781.8464354167056,0.0,Alo,-0.06948441293540036,0.28010509841316367,0.0,0.0,-0.3495895113485688,0.0,0.0,Rbias2,-5.691778820154371e-07,-1.813768182317022e-06,0.0,0.0,1.4229499895374847e-06,-1.7835968923593192e-07,0.0,Rbias3,1.970354666232443e-07,7.508649706692824e-07,0.0,0.0,-6.291158745386933e-07,7.528637049261112e-08,0.0,
58,Rd,-1.1433540630088757e-05,-1.0087478369036828e-05,0.0,0.0,0.0,-1.3460622610513149e-06,0.0,Ibias,362.66559062704357,253.3056031756245,0.0,0.0,0.0,109.3599874514191,0.0,W1,-2734.489075232386,-2853.957090218767,0.0,0.0,0.0,119.46801498646325,0.0,W2,-1295.7645114927145,-3050.2029965189126,0.0,0.0,0.0,1754.4384850261984,0.0,Alo,0.2856589978241239,0.2856589978241239,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.029592761742442e-06,-1.8512290072825435e-06,0.0,0.0,0.0,-1.7836375445994106e-07,0.0,Rbias3,8.427991287934463e-07,7.672435843212774e-07,0.0,0.0,0.0,7.55555444721598e-08,0.0,
59,Rd,-4.0231440990782304e-05,-1.222983446367157e-05,0.0,0.0,-2.6681817621621812e-05,-1.3197889054884728e-06,0.0,Ibias,120.79573251581301,243.45507895979844,0.0,0.0,-231.59011032403464,108.9307638800634,0.0,W1,-6550.082620184787,-2845.645666216251,0.0,0.0,-3821.799463850366,117.36250988186542,0.0,W2,-66348.1018567936,-4023.3178447018577,0.0,0.0,-64064.740889394314,1739.956877303942,0.0,Alo,-0.13818048795504012,0.2882130214490268,0.0,0.0,-0.4263935094040669,0.0,0.0,Rbias2,-5.548323202071012e-07,-1.832556314858238e-06,0.0,0.0,1.4550440975638048e-06,-1.7732010291267996e-07,0.0,Rbias3,2.0731008262280898e-07,7.742580513587325e-07,0.0,0.0,-6.435122870515107e-07,7.65643183155781e-08,0.0,
60,Rd,-9.988617267471976e-06,-8.664936542488437e-06,0.0,0.0,0.0,-1.3236807249823228e-06,0.0,Ibias,367.7205723382893,258.8266690451586,0.0,0.0,0.0,108.89390329312766,0.0,W1,-2616.0987899753954,-2732.8708569749388,0.0,0.0,0.0,116.77206699958359,0.0,W2,-1277.4814357492976,-2985.939383228525,0.0,0.0,0.0,1708.4579474808454,0.0,Alo,0.2960556493119133,0.2960556493119133,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0473364894752456e-06,-1.8699760292475603e-06,0.0,0.0,0.0,-1.773604602276329e-07,0.0,Rbias3,8.703287858877696e-07,7.934713226407707e-07,0.0,0.0,0.0,7.685746324700334e-08,0.0,
61,Rd,-3.834425209482917e-05,-1.1249313579361491e-05,0.0,0.0,-2.5797839386741744e-05,-1.2970991287266982e-06,0.0,Ibias,119.9552714887152,247.38866006565846,0.0,0.0,-235.8823566726698,108.4489680957187,0.0,W1,-6258.256683130875,-2745.7321159344683,0.0,0.0,-3627.1198964670466,114.59532927063202,0.0,W2,-41151.92514809732,-3936.7106845824483,0.0,0.0,-38908.64054369818,1693.4260801823748,0.0,Alo,0.03276398448363268,0.2967599121573294,0.0,0.0,-0.26399592767369573,0.0,0.0,Rbias2,-5.416207570900745e-07,-1.8499374616720354e-06,0.0,0.0,1.4845683995503298e-06,-1.7625169496839073e-07,0.0,Rbias3,2.1989260833308205e-07,7.981701228209971e-07,0.0,0.0,-6.56176290622392e-07,7.789877613450058e-08,0.0,
62,Rd,-9.662700999214629e-06,-8.363908152607398e-06,0.0,0.0,0.0,-1.298792846608436e-06,0.0,Ibias,370.8130748685565,262.4719444499664,0.0,0.0,0.0,108.3411304185901,0.0,W1,-2520.2865644193703,-2634.113205221612,0.0,0.0,0.0,113.82664080212177,0.0,W2,-1534.7804108230303,-3208.002723745251,0.0,0.0,0.0,1673.2223129222205,0.0,Alo,0.3030213488776884,0.3030213488776884,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0557539077922783e-06,-1.879516887692628e-06,0.0,0.0,0.0,-1.762370200996812e-07,0.0,Rbias3,8.949994707696762e-07,8.168208693722446e-07,0.0,0.0,0.0,7.817860139741305e-08,0.0,
63,Rd,-3.841246731964458e-05,-1.136514630822444e-05,0.0,0.0,-2.577481353912204e-05,-1.2725074722983855e-06,0.0,Ibias,111.02340834080117,246.3768125835157,0.0,0.0,-243.22925665731074,107.8758524145888,0.0,W1,-6041.676654412616,-2667.2303960968475,0.0,0.0,-3486.1388321602726,111.69257384472029,0.0,W2,-90939.533693113,-4411.303719941741,0.0,0.0,-88187.25629432808,1659.026321157298,0.0,Alo,-0.6186319327927055,0.30089286152077505,0.0,0.0,-0.9195247943134706,0.0,0.0,Rbias2,-5.251372639530723e-07,-1.8584887062028983e-06,0.0,0.0,1.5084245300426378e-06,-1.750730877927843e-07,0.0,Rbias3,2.1539593668039426e-07,8.168298563539344e-07,0.0,0.0,-6.806703385146181e-07,7.92364188411019e-08,0.0,
64,Rd,-7.3920491688972884e-06,-6.114415559858051e-06,0.0,0.0,0.0,-1.2776336090398354e-06,0.0,Ibias,378.07840969167853,270.1525569510546,0.0,0.0,0.0,107.92585274063609,0.0,W1,-2396.670948056651,-2507.9796776256567,0.0,0.0,0.0,111.30872956896609,0.0,W2,-844.861627937838,-2462.734117916024,0.0,0.0,0.0,1617.8724899789718,0.0,Alo,0.3163255592000432,0.3163255592000432,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0697942904009675e-06,-1.8946090054930348e-06,0.0,0.0,0.0,-1.7518528490792227e-07,0.0,Rbias3,9.230106414330292e-07,8.434436787297855e-07,0.0,0.0,0.0,7.956696270325778e-08,0.0,
65,Rd,-1.0344661728835238e-05,-9.09343303320405e-06,0.0,0.0,0.0,-1.2512286956305923e-06,0.0,Ibias,361.43319302638565,253.98446976802177,0.0,0.0,0.0,107.44872325836083,0.0,W1,-2411.6267247760434,-2520.845880504046,0.0,0.0,0.0,109.21915572804161,0.0,W2,-1904.156581978449,-3507.6029561923897,0.0,0.0,0.0,1603.4463742139408,0.0,Alo,0.3161763572813695,0.3161763572813695,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0409277232394512e-06,-1.866966967617392e-06,0.0,0.0,0.0,-1.7396075562209982e-07,0.0,Rbias3,9.264321884065247e-07,8.457873248719287e-07,0.0,0.0,0.0,8.06448635346054e-08,0.0,
66,Rd,-3.891571447731739e-05,-1.2467036111833799e-05,0.0,0.0,-2.5223616113672134e-05,-1.2250622518082112e-06,0.0,Ibias,83.6931387816564,236.305535580936,0.0,0.0,-259.5600960946942,106.94769929542059,0.0,W1,-5830.643153342117,-2572.7564897044667,0.0,0.0,-3365.0263043367263,107.13964069934346,0.0,W2,-89021.73893453325,-4798.708837657968,0.0,0.0,-85812.46673502195,1589.43663814643,0.0,Alo,-0.35937181953375985,0.3123013101703506,0.0,0.0,-0.6716731297041046,0.0,0.0,Rbias2,-4.971829064698883e-07,-1.8349455241984007e-06,0.0,0.0,1.5105134970229151e-06,-1.727508792944077e-07,0.0,Rbias3,2.0256875952005326e-07,8.433819119687484e-07,0.0,0.0,-7.225298351536001e-07,8.171668270490814e-08,0.0,
67,Rd,-8.546168585152226e-06,-7.314290061461514e-06,0.0,0.0,0.0,-1.2318785236904158e-06,0.0,Ibias,368.01566015950493,261.0333762768969,0.0,0.0,0.0,106.98228388260807,0.0,W1,-2327.8325885587124,-2434.6364080725643,0.0,0.0,0.0,106.80381951385203,0.0,W2,-1607.645315661538,-3158.9596005119215,0.0,0.0,0.0,1551.3142848516668,0.0,Alo,0.3284388034920407,0.3284388034920407,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0603320126862852e-06,-1.8874572057423937e-06,0.0,0.0,0.0,-1.7287480694390157e-07,0.0,Rbias3,9.55720264767766e-07,8.736683515722362e-07,0.0,0.0,0.0,8.205191319552038e-08,0.0,
68,Rd,-1.2004074492676556e-05,-1.0798589598376251e-05,0.0,0.0,0.0,-1.2054848943011907e-06,0.0,Ibias,348.23388600796494,241.77407220743493,0.0,0.0,0.0,106.45981380053001,0.0,W1,-2361.3532061762944,-2466.1145804621883,0.0,0.0,0.0,104.76137428597116,0.0,W2,-2880.5792468830737,-4417.527450406113,0.0,0.0,0.0,1536.9482035235521,0.0,Alo,0.3237158095812832,0.3237158095812832,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.5814819735870825e-06,-1.849108596366039e-06,0.0,0.0,4.4900359407556124e-07,-1.813769712966609e-07,0.0,Rbias3,9.543459102161772e-07,8.71201161764829e-07,0.0,0.0,0.0,8.314474845135303e-08,0.0,
69,Rd,-4.032834851716862e-05,-1.4221811462025458e-05,0.0,0.0,-2.5186611447209873e-05,-9.199256079298041e-07,0.0,Ibias,50.60002056968501,222.7175489479118,0.0,0.0,-278.29368226493267,106.17615388671867,0.0,W1,-5689.588181061179,-2498.329863410614,0.0,0.0,-3294.9837663353082,103.72544868488242,0.0,W2,-88520.38550269387,-5657.436651626783,0.0,0.0,-84366.6706439018,1503.721792836328,0.0,Alo,-0.614039844593211,0.3182121843133065,0.0,0.0,-0.9322520289065056,0.0,0.0,Rbias2,-4.704358321803481e-07,-1.8029397594684357e-06,0.0,0.0,1.5014938757761912e-06,-1.6898994848807897e-07,0.0,Rbias3,1.8128718669832108e-07,8.668541446428898e-07,0.0,0.0,-7.740864739507387e-07,8.851951600619703e-08,0.0,
70,Rd,-8.77783937575797e-06,-7.587870467757615e-06,0.0,0.0,0.0,-1.1899689080012334e-06,0.0,Ibias,359.6343676176953,256.8346409332175,0.0,0.0,0.0,102.79972668446547,0.0,W1,-2227.5731853777966,-2330.2197758818997,0.0,0.0,0.0,102.64659050402638,0.0,W2,-1947.5469137314556,-3434.818898697795,0.0,0.0,0.0,1487.2719849650825,0.0,Alo,0.33959529682255507,0.33959529682255507,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.060929687791621e-06,-1.8812968745466365e-06,0.0,0.0,0.0,-1.7963281324499437e-07,0.0,Rbias3,9.9036771262383e-07,9.058697947965899e-07,0.0,0.0,0.0,8.449791782723532e-08,0.0,
71,Rd,-1.2773287260491767e-05,-1.1563116548185475e-05,0.0,0.0,0.0,-1.2101707123071696e-06,0.0,Ibias,340.1379277834298,234.5072820021208,0.0,0.0,0.0,105.6306457812935,0.0,W1,-2278.4296990635517,-2379.742101289002,0.0,0.0,0.0,101.31240222545061,0.0,W2,-3315.2494248579656,-4771.714537721786,0.0,0.0,0.0,1456.4651128628154,0.0,Alo,0.33315402593631555,0.33315402593631555,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0008886089737685e-06,-1.8328673891301795e-06,0.0,0.0,0.0,-1.6802121984360865e-07,0.0,Rbias3,9.832139239048008e-07,8.984877914990298e-07,0.0,0.0,0.0,8.472613240573651e-08,0.0,
